,structure,bandgap,A_r_atom,B_r_atom,X_r_atom,A_r_ion,B_r_ion,X_r_ion,A_ie,B_ie,X_ie,A_ea,B_ea,X_ea,A_x,B_x,X_x,A_N,B_N,X_N,A_M,B_M,X_M,HOMO,LUMO,gap_AO,bond_mean,bond_var,bond_cv,delta_X_bx_bond_mean,delta_X_bx_bond_var,ratio_X_bx_bond_mean,ratio_X_bx_bond_var,delta_ea_bx_bond_mean,delta_ea_bx_bond_var,ratio_ea_bx_bond_mean,ratio_ea_bx_bond_var,delta_X_bx_bond_cv,ratio_X_bx_bond_cv,delta_ea_bx_bond_cv,ratio_ea_bx_bond_cv,(B_x - X_x),(B_x / X_x),(B_x - X_x)/(B_r_ion + X_r_ion),(B_x / X_x)/(B_r_ion + X_r_ion),(B_x/B_r_ion),(X_x/X_r_ion),(B_x/B_r_ion)+(X_x/X_r_ion),(B_x/B_r_ion)-(X_x/X_r_ion),(B_x/B_r_ion)*(X_x/X_r_ion),(B_x/B_r_ion)/(X_x/X_r_ion),(B_ea - X_ea),(B_ea / X_ea),(B_ea - X_ea)/(B_r_ion + X_r_ion),(B_ea / X_ea)/(B_r_ion + X_r_ion),(B_ea/B_r_ion),(X_ea/X_r_ion),(B_ea/B_r_ion)+(X_ea/X_r_ion),(B_ea/B_r_ion)-(X_ea/X_r_ion),(B_ea/B_r_ion)*(X_ea/X_r_ion),(B_ea/B_r_ion)/(X_ea/X_r_ion),(B_r_ion + X_r_ion),(B_r_ion / X_r_ion),(A_r_ion + X_r_ion)/(1.414*(B_r_ion + X_r_ion)),log(bond_var),log(bond_cv),log(delta_X_bx_bond_var),log(delta_ea_bx_bond_var),log(ratio_X_bx_bond_var),log(ratio_ea_bx_bond_var),log(delta_X_bx_bond_cv),log(ratio_X_bx_bond_cv),log(delta_ea_bx_bond_cv),log(ratio_ea_bx_bond_cv)
268,K_Mg_F_F_F_POSCAR,7.0505,2.2,1.5,0.5,1.52,0.86,0.705,4.34066373,7.646236,17.42282,0.50145913,-0.42,3.401189824,0.82,1.31,3.98,19,12,9,39.0983,24.305,18.9984032,-0.415606,-0.175427,0.240179,2.015050212,4.88E-16,2.42E-16,1.325029016,2.11E-16,0.163343686,3.2E-18,1.896324866,4.32E-16,0.061281946,4.51E-19,1.59E-16,1.96E-17,2.28E-16,7.36E-18,-2.67,0.329145729,-1.706070288,0.21031676,1.523255814,5.645390071,7.168645885,-4.122134257,8.599373248,0.269822952,-3.821189824,-0.123486198,-2.44165484,-0.078904919,-0.488372093,4.824382729,4.336010636,-5.312754822,-2.356093891,-0.101229965,1.565,1.219858156,1.005463394,-35.25621627,-35.95759395,-36.09467354,-35.37810609,-40.28338086,-42.24281961,-36.37762747,-38.47100211,-36.01718604,-39.45047174
269,Rb_Ge_Br_Br_Cl_POSCAR,0.6429,2.35,1.25,1.1,1.66,0.77,0.848333333,4.1771281,7.899435,12.19841767,0.48591621,1.232676413,3.44663396,0.82,2.01,3.026666667,37,32,29,85.4678,72.64,65.087,-0.295334,-0.149882,0.145452,2.736517815,0.00489165,0.001787545,0.37266305,0.002005862,0.242879043,0.00000148,0.810698279,0.004200157,0.130816053,0.00000106,0.005382509,0.00000611,0.005180912,0.00000809,-1.016666667,0.664096916,-0.628218332,0.410358548,2.61038961,3.567779963,6.178169573,-0.957390352,9.313295746,0.731656559,-2.213957547,0.357646454,-1.368047918,0.220996779,1.600878458,4.062829817,5.663708275,-2.461951358,6.504096734,0.3940304,1.618333333,0.907662083,1.09614463,-5.320225609,-6.326912109,-6.211681385,-5.472633373,-13.42346847,-13.75724165,-5.224600657,-12.00558378,-5.262774176,-11.72488183
270,K_Pb_I_I_Cl_POSCAR,1.2551,2.2,1.8,1.266666667,1.52,1.1225,1.108888889,4.34066373,7.4166799,11.290051,0.50145913,0.3567212,3.243610013,0.82,2.33,2.826666667,19,82,41,39.0983,207.2,96.42064667,-0.267904,-0.141831,0.126073,2.999603286,0.02197221,0.007325039,0.17003135,0.008123339,0.276200307,0.000071,0.969331929,0.019543729,0.036839117,0.00000105,0.047775537,0.000257114,0.02016206,0.0000285,-0.496666667,0.824292453,-0.22258185,0.369407797,2.075723831,2.549098196,4.624822027,-0.473374366,5.291223873,0.81429732,-2.886888813,0.1099766,-1.293763193,0.049286164,0.317791715,2.92509921,3.242890925,-2.607307495,0.929572294,0.108643055,2.231388889,1.012274549,0.833196727,-3.817976806,-4.9164568,-4.813014002,-3.935100811,-9.552830681,-13.76672039,-3.041241549,-8.265990992,-3.903952658,-10.46560647
271,K_Ge_Br_Br_I_POSCAR,0.3865,2.2,1.25,1.233333333,1.52,0.77,1.012777778,4.34066373,7.899435,11.35962667,0.50145913,1.232676413,3.262076327,0.82,2.01,2.86,19,32,41,39.0983,72.64,95.57082333,-0.267904,-0.149882,0.118022,2.832230314,0.008771564,0.003097052,0.302053045,0.003428347,0.248626762,0.0000196,0.718943802,0.00529411,0.133635494,0.00000261,0.011350149,0.0000786,0.007363732,0.0000195,-0.85,0.702797203,-0.476784045,0.394214698,2.61038961,2.82391662,5.434306231,-0.21352701,7.371522606,0.92438622,-2.029399914,0.377880923,-1.138335882,0.211961876,1.600878458,3.220920125,4.821798583,-1.620041666,5.156301644,0.497025197,1.782777778,0.760285244,1.004732535,-4.736240153,-5.777304588,-5.675677058,-5.241160397,-10.83998099,-12.85616034,-4.478524407,-9.451138859,-4.91118841,-10.84509609
272,Cs_Sr_Cl_Cl_I_POSCAR,4.5925,2.6,2,1.133333333,1.81,1.32,0.944444444,3.893905727,5.69486745,12.128842,0.47163025,0.052066,3.428167647,0.79,0.95,2.993333333,55,38,29,132.9054519,87.62,65.93682333,-0.267904,-0.131793,0.136111,2.907372372,0.020510639,0.0070547,0.708330988,0.012557282,0.109703657,0.0000132,1.16823354,0.020266632,0.005248234,2.52E-08,0.017727987,0.000120255,0.0173481,0.00000481,-2.043333333,0.317371938,-0.90235525,0.140154438,0.71969697,3.169411766,3.889108736,-2.449714796,2.281016044,0.227075881,-3.376101647,0.015187705,-1.490918294,0.006707034,0.039443939,3.629824569,3.669268509,-3.59038063,0.14317458,0.010866624,2.264444444,1.397647059,0.860246546,-3.886811552,-4.954061218,-4.377454543,-3.898779489,-11.23529373,-17.49642184,-4.032610702,-9.02589607,-4.054272289,-12.24481347
273,Cs_Ca_Cl_Cl_F_POSCAR,5.7915,2.6,1.8,0.833333333,1.81,1.14,0.755,3.893905727,6.11315547,14.45269533,0.47163025,0.024551,3.542213461,0.79,1,3.433333333,55,20,14.33333333,132.9054519,40.078,29.9681344,-0.32038,-0.141411,0.178969,2.443366983,0.027340007,0.01118948,1.012005042,0.05668292,0.120306086,0.0000217,1.443721517,0.003569683,0.00285849,8.34E-08,0.056010511,0.000180558,0.002472557,0.0000292,-2.433333333,0.291262136,-1.284080915,0.153700336,0.877192982,4.547461368,5.424654351,-3.670268386,3.9890012,0.192897292,-3.517662461,0.006930977,-1.856286259,0.003657508,0.021535965,4.691673458,4.713209423,-4.670137493,0.101039715,0.004590252,1.895,1.509933775,0.957257429,-3.599404192,-4.492781228,-2.870282348,-5.635278483,-10.7381983,-16.29961753,-2.882215909,-8.619458502,-6.002502441,-10.44134185
274,Cs_Ba_Br_Br_F_POSCAR,3.9938,2.6,2.15,0.933333333,1.81,1.49,0.823333333,3.893905727,5.2116646,13.68348,0.47163025,0.144626,3.376122141,0.79,0.89,3.3,55,56,26.33333333,132.9054519,137.327,59.6021344,-0.295334,-0.118967,0.176367,2.653323516,0.040030897,0.015087077,0.928305271,0.07042047,0.103168937,0.000039,1.22579979,0.010961233,0.016236236,0.00000145,0.075859173,0.000377879,0.008942107,0.0000893,-2.41,0.26969697,-1.041786744,0.116583704,0.597315436,4.008097168,4.605412604,-3.410781731,2.394098308,0.149027185,-3.231496141,0.042837905,-1.396900349,0.018517826,0.09706443,4.100553209,4.197617639,-4.00348878,0.398017858,0.023671057,2.313333333,1.8097166,0.805041393,-3.218103698,-4.193916729,-2.653271291,-4.513390504,-10.15194891,-13.443947,-2.578876644,-7.880936519,-4.716984035,-9.32350907
275,Cs_Cd_F_Cl_Br_POSCAR,1.8541,2.6,1.55,0.883333333,1.81,1.09,0.789166667,3.893905727,8.99382,14.06808767,0.47163025,-0.72,3.459167801,0.79,1.69,3.366666667,55,48,20.33333333,132.9054519,112.411,44.7851344,-0.295334,-0.204228,0.091106,2.451507198,0.016648225,0.006791016,0.695720905,0.050203599,0.207307879,0.000225033,1.708996991,0.008221757,0.085268805,0.0000351,0.072160544,0.0010855,0.004810867,0.000411093,-1.676666667,0.501980198,-0.892239468,0.267129152,1.550458716,4.266103483,5.816562199,-2.715644768,6.614417327,0.363436734,-4.179167801,-0.208142548,-2.223947388,-0.110763218,-0.660550459,4.383317169,3.722766711,-5.043867628,-2.895402167,-0.150696478,1.879166667,1.381203801,0.978181442,-4.095451675,-4.992154717,-2.991668562,-4.800971346,-8.3992635,-10.25730943,-2.628861864,-6.825714569,-5.336877962,-7.796691092
276,Rb_Sr_I_I_F_POSCAR,3.5505,2.35,2,1.1,1.66,1.32,1.083888889,4.1771281,5.69486745,12.77511333,0.48591621,0.052066,3.173098195,0.82,0.95,3.1,37,38,38.33333333,85.4678,87.62,90.93578107,-0.267904,-0.131793,0.136111,2.631582365,0.07240291,0.02751307,0.852670161,0.121706531,0.119721128,0.0000936,1.206340977,0.039611275,0.006287896,0.000000131,0.142735768,0.000782098,0.032835886,0.0000209,-2.15,0.306451613,-0.8943841,0.127481605,0.71969697,2.860071758,3.579768727,-2.140374788,2.058384977,0.251635984,-3.121032195,0.016408569,-1.298326312,0.006825843,0.039443939,2.92751243,2.966956369,-2.88806849,0.115472623,0.013473534,2.403888889,1.217837007,0.807240089,-2.625508787,-3.593094114,-2.106142616,-3.228641479,-9.276480174,-15.84806851,-1.946760134,-7.153530506,-3.416233276,-10.7757614
277,Rb_Sn_F_Br_I_POSCAR,0,2.35,1.45,1.016666667,1.66,0.83,0.953611111,4.1771281,7.343918,13.22929667,0.48591621,1.1120702,3.274610168,0.82,1.96,3.2,37,50,32.33333333,85.4678,118.71,75.26895773,-0.267904,-0.14445,0.123454,2.459590393,0.037389833,0.01520165,0.526504643,0.080866487,0.254592156,0.000508248,0.888632715,0.015710542,0.138900706,0.0000641,0.153591214,0.001996322,0.017679455,0.000461837,-1.24,0.6125,-0.695218813,0.343404454,2.361445783,3.355665599,5.717111382,-0.994219816,7.924222378,0.703719043,-2.162539968,0.339603844,-1.212450379,0.190402404,1.339843614,3.433905216,4.77374883,-2.094061601,4.600895976,0.390180721,1.783611111,0.870375765,1.036314057,-3.286356456,-4.186351304,-2.514955793,-4.153423327,-7.584541041,-9.655066194,-1.87346066,-6.216448791,-4.035352048,-7.680298543
278,Cs_Pb_Cl_Cl_I_POSCAR,1.4322,2.6,1.8,1.133333333,1.81,1.1225,0.944444444,3.893905727,7.4166799,12.128842,0.47163025,0.3567212,3.428167647,0.79,2.33,2.993333333,55,82,29,132.9054519,207.2,65.93682333,-0.267904,-0.141831,0.126073,2.903276556,0.014621784,0.005036304,0.232153275,0.007788919,0.269425196,0.000120119,1.063353176,0.016990919,0.036005061,0.00000186,0.033550761,0.000445835,0.015978622,0.0000515,-0.663333333,0.778396437,-0.320924607,0.37659282,2.075723831,3.169411766,5.245135597,-1.093687935,6.578823532,0.654924,-3.071446447,0.104055938,-1.485984036,0.050342881,0.317791715,3.629824569,3.947616284,-3.312032854,1.153528175,0.087550158,2.066944444,1.188529412,0.942444543,-4.225242807,-5.291082799,-4.855053196,-4.075076254,-9.02702764,-13.19493407,-3.394695733,-7.71556163,-4.136503575,-9.87392875
279,Cs_Sr_I_I_Br_POSCAR,3.7837,2.6,2,1.316666667,1.81,1.32,1.143055556,3.893905727,5.69486745,10.90544333,0.47163025,0.052066,3.160564353,0.79,0.95,2.76,55,38,47,132.9054519,87.62,111.2376467,-0.267904,-0.131793,0.136111,3.131219826,0.012167494,0.003885864,0.580419901,0.004527684,0.110148675,0.00000259,0.99566715,0.006887404,0.005269957,2.26E-09,0.007800704,0.0000235,0.006917376,0.000000429,-1.81,0.344202899,-0.734859592,0.139746299,0.71969697,2.414580801,3.134277771,-1.694883831,1.737766486,0.298062906,-3.108498353,0.01647364,-1.26204963,0.006688294,0.039443939,2.765013771,2.80445771,-2.725569831,0.109063036,0.014265368,2.463055556,1.154799514,0.84790657,-4.408987309,-5.550409926,-5.397544729,-4.978061043,-12.86385268,-19.90790102,-4.853541293,-10.65851014,-4.973718772,-14.66180892
280,Rb_Cd_F_Cl_I_POSCAR,1.3707,2.35,1.55,0.966666667,1.66,1.09,0.919444444,4.1771281,8.99382,13.61390433,0.48591621,-0.72,3.357655828,0.82,1.69,3.266666667,37,48,26.33333333,85.4678,112.411,60.45195773,-0.267904,-0.204228,0.063676,2.48045528,0.028732753,0.011583661,0.65416579,0.073731945,0.212966826,0.000433545,1.654292262,0.02891988,0.087107596,0.0000421,0.112711405,0.002035742,0.017481723,0.000483503,-1.576666667,0.517346939,-0.784628145,0.257457697,1.550458716,3.552870093,5.103328808,-2.002411377,5.508578401,0.436396118,-4.077655828,-0.214435319,-2.029245367,-0.106713734,-0.660550459,3.651831114,2.991280655,-4.312381573,-2.412218717,-0.180881984,2.009444444,1.18549849,0.90782213,-3.549717587,-4.458159708,-2.607319127,-3.543226031,-7.743514961,-10.07546282,-2.182924665,-6.196894907,-4.046599344,-7.634453038
281,K_Cd_I_I_Br_POSCAR,0,2.2,1.55,1.316666667,1.52,1.09,1.143055556,4.34066373,8.99382,10.90544333,0.50145913,-0.72,3.160564353,0.82,1.69,2.76,19,48,47,39.0983,112.411,111.2376467,-0.267904,-0.204228,0.063676,2.926515072,0.010941873,0.003738875,0.367876818,0.003977482,0.209657319,0.00000872,1.329543331,0.00981711,0.077974802,0.000000439,0.010811994,0.0000416,0.007383821,0.00000562,-1.07,0.612318841,-0.479164075,0.27420672,1.550458716,2.414580801,3.965039517,-0.864122085,3.743707847,0.642123351,-3.880564353,-0.227807417,-1.73778227,-0.102016009,-0.660550459,2.765013771,2.104463312,-3.425564229,-1.826431115,-0.238895902,2.233055556,0.953584447,0.843395519,-4.51515829,-5.588970515,-5.527106323,-4.623628497,-11.64989132,-14.63876642,-4.527099206,-10.08741039,-4.908464024,-12.08917889
282,Cs_Ba_I_I_Cl_POSCAR,3.8596,2.6,2.15,1.266666667,1.81,1.49,1.108888889,3.893905727,5.2116646,11.290051,0.47163025,0.144626,3.243610013,0.79,0.89,2.826666667,55,56,41,132.9054519,137.327,96.42064667,-0.267904,-0.118967,0.148937,3.152342206,0.02471822,0.007841223,0.619821559,0.012000521,0.10039052,0.0000091,0.98990618,0.018768717,0.014212212,0.000000151,0.019361251,0.0000906,0.018960097,0.0000106,-1.936666667,0.314858491,-0.745190252,0.121151193,0.597315436,2.549098196,3.146413633,-1.95178276,1.522615701,0.234324216,-3.098984013,0.044587974,-1.192426512,0.017156553,0.09706443,2.92509921,3.022163639,-2.82803478,0.283923086,0.033183295,2.598888889,1.343687375,0.794292463,-3.700214655,-4.848360462,-4.422805213,-3.975563784,-11.60723614,-15.705986,-3.944481581,-9.309056345,-3.965418666,-11.45465656
283,Cs_Mg_Br_Br_I_POSCAR,1.9086,2.6,1.5,1.233333333,1.81,0.86,1.012777778,3.893905727,7.646236,11.35962667,0.47163025,-0.42,3.262076327,0.79,1.31,2.86,55,12,41,132.9054519,24.305,95.57082333,-0.267904,-0.175427,0.092477,2.809345126,0.010593549,0.003770825,0.554252864,0.004741927,0.163371049,0.00000543,1.314197209,0.009359073,0.045907393,0.000000155,0.008555529,0.0000332,0.007121513,0.00000338,-1.55,0.458041958,-0.827647582,0.244578916,1.523255814,2.82391662,4.347172434,-1.300660806,4.30154741,0.539412461,-3.682076327,-0.128752352,-1.966104238,-0.068749402,-0.488372093,3.220920125,2.732548032,-3.709292218,-1.573007503,-0.151625025,1.872777778,0.849149753,1.065960306,-4.547510048,-5.580461469,-5.351311686,-4.671409032,-12.12357142,-15.67984072,-4.761177538,-10.31296068,-4.944635076,-12.59763485
284,K_Ca_Br_Br_Br_POSCAR,3.9128,2.2,1.8,1.15,1.52,1.14,0.8825,4.34066373,6.11315547,11.81381,0.50145913,0.024551,3.3635883,0.82,1,2.96,19,20,35,39.0983,40.078,79.904,-0.295334,-0.141411,0.153923,2.848352027,1.12E-12,3.92E-13,0.688117193,6.52E-14,0.118608176,1.94E-15,1.172269884,1.89E-13,0.002562552,9.04E-19,9.47E-14,1.63E-14,1.61E-13,3.53E-16,-1.96,0.337837838,-0.969097651,0.167039722,0.877192982,3.354107649,4.231300631,-2.476914666,2.942199692,0.261527975,-3.3390373,0.00729905,-1.650945513,0.003608925,0.021535965,3.811431501,3.832967466,-3.789895537,0.082082855,0.005650361,2.0225,1.291784703,0.840089306,-27.51769243,-28.56751456,-30.36131693,-29.29702938,-33.87608842,-41.54745759,-29.98806239,-31.74761129,-29.45737203,-35.58006362
285,Rb_Cd_I_I_Br_POSCAR,0,2.35,1.55,1.316666667,1.66,1.09,1.143055556,4.1771281,8.99382,10.90544333,0.48591621,-0.72,3.160564353,0.82,1.69,2.76,37,48,47,85.4678,112.411,111.2376467,-0.267904,-0.204228,0.063676,2.68406737,0.00211413,0.000787659,0.399681104,0.003631989,0.228582225,0.000056,1.447134911,0.006278331,0.085004307,0.00000536,0.009087217,0.000245046,0.004338456,0.000063,-1.07,0.612318841,-0.479164075,0.27420672,1.550458716,2.414580801,3.965039517,-0.864122085,3.743707847,0.642123351,-3.880564353,-0.227807417,-1.73778227,-0.102016009,-0.660550459,2.765013771,2.104463312,-3.425564229,-1.826431115,-0.238895902,2.233055556,0.953584447,0.887733825,-6.159111899,-7.146445303,-5.617974847,-5.070651098,-9.790158867,-12.13654658,-4.700886578,-8.31406461,-5.440236755,-9.672375832
286,Rb_Cd_Br_Br_F_POSCAR,1.5623,2.35,1.55,0.933333333,1.66,1.09,0.823333333,4.1771281,8.99382,13.68348,0.48591621,-0.72,3.376122141,0.82,1.69,3.3,37,48,26.33333333,85.4678,112.411,59.6021344,-0.295334,-0.204228,0.091106,2.612872337,0.07311436,0.02798237,0.644171127,0.07315948,0.199199958,0.000039,1.586762691,0.034037539,0.082528098,0.0000766,0.113571498,0.000195548,0.021450932,0.0009286,-1.61,0.512121212,-0.841463415,0.26765917,1.550458716,4.008097168,5.558555883,-2.457638452,6.214389186,0.386831619,-4.096122141,-0.213262427,-2.140830388,-0.111461199,-0.660550459,4.100553209,3.440002751,-4.761103668,-2.708622303,-0.161088133,1.913333333,1.32388664,0.917899157,-2.615730488,-3.57618061,-2.615113563,-3.380291275,-10.15194891,-9.476913481,-2.175322702,-8.539704684,-3.841987185,-6.981832482
287,K_Ca_Cl_Cl_Br_POSCAR,4.4618,2.2,1.8,1.05,1.52,1.14,0.814166667,4.34066373,6.11315547,12.58302533,0.50145913,0.024551,3.52967962,0.82,1,3.093333333,19,20,23,39.0983,40.078,50.27,-0.295334,-0.141411,0.153923,2.72947098,0.005620786,0.002059295,0.768436801,0.002979922,0.118539801,0.000000184,1.286290082,0.005908464,0.002550767,2.74E-10,0.003877901,0.00000155,0.004593415,0.000000107,-2.093333333,0.323275862,-1.071215351,0.165429013,0.877192982,3.799385873,4.676578856,-2.922192891,3.332794626,0.230877571,-3.50512862,0.006955589,-1.79366923,0.003559363,0.021535965,4.335328088,4.356864053,-4.313792123,0.093365474,0.004967551,1.954166667,1.400204708,0.844735707,-5.181283767,-6.185391588,-5.815858153,-5.13136938,-15.50833008,-22.01789301,-5.552461251,-13.37725563,-5.383131523,-16.050437
288,K_Ge_Cl_Cl_F_POSCAR,0.1414,2.2,1.25,0.833333333,1.52,0.77,0.755,4.34066373,7.899435,14.45269533,0.50145913,1.232676413,3.542213461,0.82,2.01,3.433333333,19,32,14.33333333,39.0983,72.64,29.9681344,-0.32038,-0.149882,0.170498,2.376895722,0.026464778,0.011134177,0.613537196,0.046236646,0.248583738,0.000089,0.973435464,0.000672126,0.147555341,0.000226063,0.075360787,0.000358027,0.000690468,0.001532054,-1.423333333,0.585436893,-0.933333333,0.383893045,2.61038961,4.547461368,7.157850979,-1.937071758,11.87064591,0.574032278,-2.309537048,0.347996084,-1.514450523,0.228194153,1.600878458,4.691673458,6.292551917,-3.090795,7.510798973,0.341216939,1.525,1.01986755,1.055023535,-3.631940562,-4.497735892,-3.073982592,-7.305064735,-9.326874188,-8.394696836,-2.585468206,-7.934902155,-7.278140929,-6.48114596
289,K_Sn_F_Cl_I_POSCAR,0,2.2,1.45,0.966666667,1.52,0.83,0.919444444,4.34066373,7.343918,13.61390433,0.50145913,1.1120702,3.357655828,0.82,1.96,3.266666667,19,50,26.33333333,39.0983,118.71,60.45195773,-0.267904,-0.14445,0.123454,2.531407323,0.047018229,0.018573948,0.539226778,0.07249191,0.241949051,0.000364159,0.897349777,0.019323009,0.132074138,0.000115331,0.134436776,0.001505105,0.021533419,0.000873231,-1.306666667,0.6,-0.746903779,0.342966021,2.361445783,3.552870093,5.914315876,-1.19142431,8.389910098,0.664658634,-2.245585628,0.331204345,-1.28359928,0.189319727,1.339843614,3.651831114,4.991674728,-2.311987499,4.892882599,0.36689638,1.749444444,0.902719034,0.98614634,-3.057219901,-3.985995325,-2.62428031,-3.946458717,-7.917919973,-9.067704303,-2.006661257,-6.498892616,-3.838149179,-7.043310432
290,K_Pb_Cl_Cl_Cl_POSCAR,1.8933,2.2,1.8,1,1.52,1.1225,0.78,4.34066373,7.4166799,12.967633,0.50145913,0.3567212,3.61272528,0.82,2.33,3.16,19,82,17,39.0983,207.2,35.453,-0.32038,-0.141831,0.178549,2.782339146,1.2E-14,4.33E-15,0.298310147,1.38E-16,0.265007871,1.09E-16,1.170239827,2.13E-15,0.035488195,1.96E-18,4.64E-16,4.12E-16,1.82E-15,5.52E-17,-0.83,0.737341772,-0.436268068,0.387564663,2.075723831,4.051282051,6.127005882,-1.975558221,8.409342699,0.512362211,-3.25600408,0.098740195,-1.71143447,0.051900234,0.317791715,4.631699077,4.949490792,-4.313907362,1.471915593,0.068612341,1.9025,1.439102564,0.85497568,-32.05386975,-33.07320885,-36.51927799,-33.78265442,-36.75518379,-40.7735872,-35.30664712,-35.42550832,-33.93993989,-37.43556872
291,K_Mg_F_Br_I_POSCAR,3.6715,2.2,1.5,1.016666667,1.52,0.86,0.953611111,4.34066373,7.646236,13.22929667,0.50145913,-0.42,3.274610168,0.82,1.31,3.2,19,12,32.33333333,39.0983,24.305,75.26895773,-0.267904,-0.175427,0.092477,2.409047723,0.077981217,0.032370142,0.825819089,0.127035225,0.173975872,0.0000908,1.561606646,0.059659555,0.053939257,0.0000285,0.153829364,0.000521852,0.038203958,0.000528783,-1.89,0.409375,-1.042119773,0.225723694,1.523255814,3.355665599,4.878921413,-1.832409785,5.111537133,0.453935522,-3.694610168,-0.128259542,-2.037156778,-0.070720532,-0.488372093,3.433905216,2.945533123,-3.922277309,-1.677023478,-0.14222061,1.813611111,0.90183513,0.964579096,-2.551287289,-3.430518824,-2.063290869,-2.819100959,-9.306851272,-10.46560647,-1.871911317,-7.558126535,-3.264816156,-7.544932418
292,Rb_Ba_I_I_Cl_POSCAR,3.5168,2.35,2.15,1.266666667,1.66,1.49,1.108888889,4.1771281,5.2116646,11.290051,0.48591621,0.144626,3.243610013,0.82,0.89,2.826666667,37,56,41,85.4678,137.327,96.42064667,-0.267904,-0.118967,0.148937,3.146884608,0.025759273,0.008185643,0.621062387,0.012224141,0.100567098,0.00000845,0.991843281,0.019188312,0.014237256,0.000000139,0.01968263,0.000084,0.019346112,0.00000976,-1.936666667,0.314858491,-0.745190252,0.121151193,0.597315436,2.549098196,3.146413633,-1.95178276,1.522615701,0.234324216,-3.098984013,0.044587974,-1.192426512,0.017156553,0.09706443,2.92509921,3.022163639,-2.82803478,0.283923086,0.033183295,2.598888889,1.343687375,0.753474236,-3.6589606,-4.805373513,-4.404342512,-3.953453935,-11.68134412,-15.7887919,-3.928018758,-9.384693759,-3.94526381,-11.53721816
293,Rb_Pb_F_F_I_POSCAR,0,2.35,1.8,0.8,1.66,1.1225,0.894444444,4.1771281,7.4166799,15.09896667,0.48591621,0.3567212,3.287144009,0.82,2.33,3.54,37,82,23.66666667,85.4678,207.2,54.96709213,-0.267904,-0.141831,0.126073,2.330933902,0.025623496,0.010992802,0.539013251,0.084038316,0.290157265,0.00137112,1.267420395,0.022199918,0.046727683,0.000000637,0.15591141,0.004725438,0.017515828,0.0000136,-1.21,0.65819209,-0.599917367,0.326331294,2.075723831,3.957763977,6.033487808,-1.882040146,8.215225004,0.524468827,-2.930422809,0.108520101,-1.452902095,0.053804209,0.317791715,3.675067838,3.992859553,-3.357276123,1.167906111,0.08647234,2.016944444,1.254968945,0.895680494,-3.664245536,-4.510514584,-2.476482441,-3.807666684,-6.592127355,-14.26649618,-1.858467318,-5.354795024,-4.04465035,-11.20544077
294,K_Sn_I_I_I_POSCAR,0.3545,2.2,1.45,1.4,1.52,0.83,1.273333333,4.34066373,7.343918,10.45126,0.50145913,1.1120702,3.05905238,0.82,1.96,2.66,19,50,53,39.0983,118.71,126.90447,-0.267904,-0.14445,0.123454,3.109606735,2.28E-16,7.33E-17,0.225108851,1.19E-18,0.236956686,1.32E-18,0.62611846,9.24E-18,0.116906813,3.22E-19,5.3E-18,5.58E-18,1.48E-17,2.75E-18,-0.7,0.736842105,-0.332805071,0.350321128,2.361445783,2.089005236,4.450451019,0.272440547,4.933072606,1.130416402,-1.94698218,0.363534213,-0.925665062,0.172837185,1.339843614,2.402397158,3.742240772,-1.062553543,3.218836491,0.557711122,2.103333333,0.651832461,0.939215497,-36.01718604,-37.15197107,-41.27257837,-39.22298979,-41.16889994,-42.57973541,-39.77882485,-39.7273429,-38.75190449,-40.43493076
295,K_Sn_Cl_Br_I_POSCAR,0.114,2.2,1.45,1.183333333,1.52,0.83,0.978611111,4.34066373,7.343918,11.74423433,0.50145913,1.1120702,3.345121987,0.82,1.96,2.926666667,19,50,35,39.0983,118.71,80.75382333,-0.267904,-0.14445,0.123454,2.896429006,0.017190034,0.005934906,0.337616459,0.007317388,0.232112985,0.0000375,0.776064297,0.012705968,0.115191306,0.00000707,0.021673669,0.000161359,0.016372313,0.0000613,-0.966666667,0.669703872,-0.534480111,0.370286276,2.361445783,2.990632984,5.352078767,-0.629187201,7.062217649,0.789614037,-2.233051787,0.332445335,-1.234677689,0.183812503,1.339843614,3.418234219,4.758077834,-2.078390605,4.579899291,0.391969517,1.808611111,0.848140789,0.97702137,-4.063425482,-5.126904089,-4.917501845,-4.365683475,-10.19116962,-11.85965008,-3.831657165,-8.731878862,-4.112163603,-9.699730715
